reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Information/Report,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Jan/19,JMK/OXFAM,Other Sectors,Thank you note,Face to face,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
Jan/19,JMK/OXFAM,Other Sectors,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa Tengah,,-0.7590065,119.718185
